ID;DESCRIPTION;Attribut1;Additional Feature;Application;Characteristic;Temp;Height;Length in mm;Rating;Material;Size;Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A666;Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 4A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.3084;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;4A;Epoxy Glass;NANO;e3;0.3084J;Low;;32V;0.228W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;4A;32V;;32V
A667;Indicator Chip Very Fast Movement 5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 5A, 32VDC, Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.531J;Low;;32V;0.2622W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;;5A;;;32V
A668;Indicator Chip Very Fast Movement 5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 5A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.5310;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;5A;Epoxy Glass;NANO;e3;0.531J;Low;;32V;0.2622W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;5A;32V;;32V
A669;;;RATED BREAKING CAPACITY AT 24 VDC: 35 A;;VERY FAST;0.51mm;0.3mm;1.04mm;;;;;0.056J;Low;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.04mm  x  0.51mm  x  0.3mm;;;;35A;1.5A;;;24V
A670;Indicator Chip Very Fast Movement 1.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.5A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;1.5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.056J;Low;;32V;0.13005W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;1.5A;;;32V
A671;Indicator Chip Very Fast Movement 1.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.5A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0560;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;1.5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.056J;Low;;32V;0.13005W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;1.5A;;;32V
A672;Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 2.5A, 32VDC, Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;2.5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.156J;Low;;32V;0.13813W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;;2.5A;;;32V
A673;Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 2.5A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.1560;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;2.5A;Epoxy Glass;NANO;e3;0.156J;Low;;32V;0.13813W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;2.5A;32V;;32V
A674;Indicator Chip Very Fast Movement 3.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 3.5A, 32VDC, Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;3.5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.3017J;Low;;32V;0.20244W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;;3.5A;;;32V
A675;Indicator Chip Very Fast Movement 3.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 3.5A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.3017;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;3.5A;Epoxy Glass;NANO;e3;0.3017J;Low;;32V;0.20244W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;3.5A;32V;;32V
A676;;;RATED BREAKING CAPACITY AT 24 VDC: 35 A;;VERY FAST;0.51mm;0.3mm;1.04mm;;;;;0.035J;Low;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.04mm  x  0.51mm  x  0.3mm;;;;35A;1.25A;;;24V
A677;Indicator Chip Very Fast Movement 1.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.25A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;1.25A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.035J;Low;;32V;0.12046W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;1.25A;;;32V
A678;Indicator Chip Very Fast Movement 1.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.25A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0350;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;1.25A;Epoxy Glass;NANO;e3;0.035J;Low;;32V;0.12046W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;1.25A;32V;;32V
A679;;;RATED BREAKING CAPACITY AT 24 VDC: 35 A;;VERY FAST;0.51mm;0.3mm;1.04mm;;;;;0.075J;Low;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.04mm  x  0.51mm  x  0.3mm;;;;35A;1.75A;;;24V
A680;Indicator Chip Very Fast Movement 1.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.75A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;1.75A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.075J;Low;;32V;0.14198W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;1.75A;;;32V
A681;Indicator Chip Very Fast Movement 1.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.75A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0750;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;1.75A;Epoxy Glass;NANO;e3;0.075J;Low;;32V;0.14198W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;1.75A;32V;;32V
A682;Indicator Chip Very Fast Movement 0.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.25A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;0.25A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.0025J;High;;32V;0.01517W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;0.25A;;;32V
A683;Indicator Chip Very Fast Movement 0.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0025;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;0.25A;Epoxy Glass;NANO;e3;0.0025J;High;;32V;0.027635W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;0.25A;32V;;32V
A684;Indicator Chip Very Fast Movement 0.25A SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 32VAC, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.51mm;0.3mm;0.99mm;0.25A;Epoxy Glass;25.17 X 12.9 X 7.75mm;;0.003J;Low;;32V;0.01517W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;25.17mm;35A;0.25A;;32V;32V
A685;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;0.25A;Epoxy Glass;25.17 X 12.9 X 7.75mm;;;;;32V;0.01517W;Surface Mount;;2;;;;;;25.17mm;;;;;
A686;;;RATED BREAKING CAPACITY AT 24 VDC: 35 A;;VERY FAST;0.51mm;0.3mm;1.04mm;;;;;0.0035J;Low;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.04mm  x  0.51mm  x  0.3mm;;;;35A;0.375A;;;24V
A687;Indicator Chip Very Fast Movement 0.375A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.375A, 32VDC, 35A (IR), Surface Mount, 0402;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;0.375A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.0035J;Low;;32V;0.03174W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;0.375A;32V;;32V
A688;Indicator Chip Very Fast Movement 0.375A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.375A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0035;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;0.375A;Epoxy Glass;NANO;e3;0.0035J;Low;;32V;0.03174W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;0.375A;32V;;32V
A689;Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.5A, 32VDC, 35A (IR), Supplemental, Surface Mount, 0402;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;0.5A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.0053J;Low;;32V;0.04668W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;0.5A;32V;;32V
A690;Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.5A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0053;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;0.5A;Epoxy Glass;NANO;e3;0.0053J;Low;;32V;0.04668W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;0.5A;32V;;32V
A691;Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;FAST;0.51mm;0.3mm;0.99mm;0.75A;Epoxy Glass;1.04 X 0.56 X 0.38mm;e3;0.012J;Low;;32V;0.07638W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;0.99mm  x  0.51mm  x  0.3mm;;;1.04(Max)mm;35A;0.75A;;;32V
A692;Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0120;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.56mm;0.38mm;1.04mm;0.75A;Epoxy Glass;NANO;e3;0.012J;Low;;32V;0.07638W;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.04mm  x  0.56mm  x  0.38mm;;;1.04(Max)mm;35A;0.75A;32V;;32V
A693;Indicator Chip Fast Movement 1A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;1A;Ceramic;1206;e3;0.1J;Low;63V;63V;0.415(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;1A;63V;63V;63V
A694;;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;;;;;1A;Ceramic;3.12 X 1.67 X 0.84mm;;;;63V;63V;0.415(Typ)W;Surface Mount;;2;;;;;;3.12mm;;;;;
A695;Indicator Chip Fast Movement 2A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;2A;Ceramic;1206;e3;0.144J;Low;63V;63V;0.345(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;2A;63V;63V;63V
A696;Indicator Chip Fast Movement 3A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;3A;Ceramic;1206;e2;0.4J;Low;32V;32V;0.462(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;3A;35V;32V;35V
A697;Indicator Chip Fast Movement 4A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 4A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;4A;Ceramic;1206;e3;1.024J;Low;32V;32V;0.618(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;4A;35V;32V;35V
A698;Indicator Chip Fast Movement 5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;5A;Ceramic;1206;e3;1.936J;Low;32V;32V;0.484(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;5A;35V;32V;35V
A699;Indicator Chip Fast Movement 7A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 7A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;7A;Ceramic;1206;e3;4.9J;Low;32V;32V;0.76(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;7A;35V;32V;35V
A700;Indicator Chip Fast Movement 8A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 8A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;8A;Ceramic;1206;e3;6.4J;Low;32V;32V;0.539(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;8A;35V;32V;35V
A701;Indicator Chip Fast Movement 1.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;1.5A;Ceramic;1206;e3;0.324J;Low;63V;63V;0.579(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;1.5A;63V;63V;63V
A702;;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;;;;;1.5A;Ceramic;3.12 X 1.67 X 0.84mm;;;;63V;63V;0.579(Typ)W;Surface Mount;;2;;;;;;3.12mm;;;;;
A703;Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;2.5A;Ceramic;1206;e3;0.225J;Low;32V;32V;0.363(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;2.5A;35V;32V;35V
A704;Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;3.5A;Ceramic;1206;e3;0.576J;Low;32V;32V;0.56(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;3.5A;35V;32V;35V
A705;Indicator Chip Fast Movement 1.25A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;1.25A;Ceramic;1206;e3;0.256J;Low;63V;63V;0.496(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.2mm;50A;1.25A;63V;63V;63V
A706;Indicator Chip Fast Movement 1.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;1.75A;Ceramic;1206;e2;0.075J;Low;63V;63V;0.474(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;1.75A;63V;63V;63V
A707;Indicator Chip Fast Movement 0.25A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;0.25A;Ceramic;1206;e3;0.003J;Low;125V;125V;0.195(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;0.25A;125V;125V;125V
A708;Indicator Chip Fast Movement 0.375A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;0.375A;Ceramic;1206;e3;0.01J;Low;125V;125V;0.225(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.12mm;50A;0.375A;125V;125V;125V
A709;Indicator Chip Fast Movement 0.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;0.5A;Ceramic;1206;e3;0.018J;Low;63V;63V;0.26(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.2mm;50A;0.5A;63V;63V;63V
A710;Indicator Chip Fast Movement 0.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Fast;;Automotive Electronic|Data Modem|LCD Display|Scanners;FAST;1.63mm;0.82mm;3.2mm;0.75A;Ceramic;1206;e3;0.064J;Low;63V;63V;0.335(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;3.2mm  x  1.63mm  x  0.82mm;;;3.2mm;50A;0.75A;63V;63V;63V
A711;Indicator 1A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 1A, 32VDC, 50A (IR), Surface Mount, 0603;Fast;;Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive;FAST;0.85mm;0.5mm;1.54mm;1A;Ceramic;603;e3;0.0593J;Low;;32V;0.351W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;1.54mm  x  0.85mm  x  0.5mm;;;1.54mm;50A;1A;63V;;32V
A712;;Fast;;Automotive Navigation System|Battery Management System|Cluster|LED Head Light;;;;;1A;Ceramic;1.58 X 0.85 X 0.5mm;;;;32V;63V;0.351W;Surface Mount;;2;;;;;;1.58mm;;;;;
A713;Indicator 2A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603;Fast;;Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive;FAST;0.85mm;0.5mm;1.54mm;2A;Ceramic;603;e3;0.149J;High;;32V;0.214W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;1.54mm  x  0.85mm  x  0.5mm;;;1.54mm;50A;2A;32V;12V;32V
A714;;Fast;;Automotive Navigation System|Battery Management System|Cluster|LED Head Light;;;;;2A;Ceramic;1.58 X 0.85 X 0.5mm;;;;12V;32V;0.214W;Surface Mount;;2;;;;;;1.58mm;;;;;
A715;Indicator Chip Fast Movement 2A 32V SMD Solder Pad 0603 1.58 X 0.83 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount;Fast;PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT;Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive;FAST;0.83mm;0.508mm;1.582mm;2A;Ceramic;1.58 X 0.83 X 0.5mm;;0.181J;Low;32V;32V;0.22(Typ)W;Surface Mount;SURFACE MOUNT;2;150Cel;-55Cel;1.582mm  x  0.83mm  x  0.508mm;;;1.58mm;50A;2A;;12V;32V
